sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,lnlike,likelihood,prior_prob
32401,3.46943358006488,0,0.832053900557199,0.8,0.190147055970221,1,8,2.0327980687081,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.110834948363851,0,1.10700053409352,0,0,0,-0.347704718870309,0,0,2.43030412191077,0,0,1.0913469708514,-1885.39860336055,-1533.72546099614,-351.673142364408
32501,3.31428336017265,0,0.716417985440311,0.8,0.162923817565178,1,8,2.09684500400932,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0629090855106558,0,1.1011989381653,0,0,0,-0.513489347880832,0,0,2.18277118265795,0,0,0.632248632042822,-1890.19507049456,-1531.94860138161,-358.246469112954
32601,3.08533941947703,0,0.595481239351893,0.8,0.170443681987379,1,8,2.20039180284898,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.257815284340887,0,1.04066199855743,0,0,0,-0.194416080457858,0,0,2.72014288269854,0,0,1.00333856810905,-1942.71598012146,-1559.67447597657,-383.041504144885
32701,2.88362043435704,0,0.39693453740486,0.8,0.191274214775081,1,8,1.95448802819507,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.487094741498237,0,1.10587990798583,0,0,0,0.00747041018302186,0,0,2.43899607772943,0,0,1.00333856810905,-1946.91716340209,-1551.74288373835,-395.174279663739
32801,2.87589927192804,0,0.435847753469255,0.8,0.162060587291146,1,8,2.04566620757037,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0581633324220303,0,1.2308043402284,0,0,0,-0.625633617784394,0,0,2.38730267553835,0,0,0.862173723972036,-1954.26081443796,-1544.29639941917,-409.964415018792
32901,3.13363918552702,0,0.513915569977949,0.8,0.155081106269449,1,8,1.99505429803536,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0912346695963304,0,0.91099672327816,0,0,0,-0.235476417692244,0,0,2.38730267553835,0,0,0.91388214554056,-1990.01861750228,-1525.30565447827,-464.71296302401
33001,3.72390903996822,0,0.970720645083059,0.8,0.176298580554722,1,8,2.10399901994256,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0114682873394281,0,1.0146728137298,0,0,0,-0.597677497162727,0,0,2.59137277105369,0,0,1.0861601950604,-1909.8888850637,-1551.27689446182,-358.611990601886
33101,3.93570435626344,0,0.99849640064341,0.8,0.1911235054376,1,8,1.99486925767737,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.148388660586225,0,1.14574300497187,0,0,0,-0.606428796522496,0,0,2.58476481725767,0,0,1.42154568307913,-1892.39905515685,-1531.46783738976,-360.931217767096
33201,3.69699604659643,0,0.932888441189787,0.8,0.181185876569574,1,8,1.97171876855336,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.153295562481499,0,1.17614626966462,0,0,0,-0.274832199489337,0,0,2.67142029198273,0,0,1.31735597521284,-1896.93313166365,-1523.98897582647,-372.944155837173
33301,3.77722224927333,0,0.746070816059643,0.8,0.19888146021452,1,8,2.06763409775494,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.289094684946985,0,1.46116394603266,0,0,0,-0.0608199889817143,0,0,2.39017832009329,0,0,1.29470981104987,-1792.17956365167,-1529.8586703469,-262.32089330477
33401,3.76707942533735,0,0.79802083078227,0.8,0.224989594945632,1,8,2.22439321432322,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0113459269829805,0,1.2944969963026,0,0,0,-0.287637646477797,0,0,2.44831438826122,0,0,1.31889855680268,-1852.34218588779,-1539.97379836523,-312.368387522559
33501,3.73263109983596,0,0.673496134588647,0.8,0.202911197385662,1,8,2.10241699001636,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.240504952291408,0,1.2944969963026,0,0,0,-0.32590551026579,0,0,2.65639433301857,0,0,1.50162237909094,-1830.83288091856,-1538.36779791199,-292.465083006569
33601,3.28722708283958,0,0.384946327626677,0.8,0.198105171721851,1,8,2.04792300504166,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.262638806452129,0,1.08665263671008,0,0,0,-0.500232668835105,0,0,1.99689901409487,0,0,0.949251875063578,-1902.46733799748,-1548.87968991892,-353.587648078564
33701,3.12719816669187,0,0.384946327626677,0.8,0.221263374206576,1,8,2.09162632219351,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.38732475419734,0,1.35265480090185,0,0,0,-0.37985799112501,0,0,2.16804716757575,0,0,1.13452237241418,-1916.87966536548,-1543.86936285029,-373.010302515187
33801,3.07330007437508,0,0.292878017171275,0.8,0.235472576170856,1,8,2.07523492418227,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.264877098532863,0,1.36046724432755,0,0,0,-0.0781026863956775,0,0,2.34132007400409,0,0,0.930175258220998,-1970.39734904741,-1540.64636871285,-429.750980334566
33901,2.87316895196537,0,0.374446114303931,0.8,0.254628732178433,1,8,1.95239576484043,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.365389262335562,0,1.47743219289575,0,0,0,-0.0807289516913556,0,0,2.1777722019184,0,0,1.11415577322486,-2003.89106285088,-1560.30658371984,-443.584479131035
34001,3.22377564580625,0,0.329133026898137,0.8,0.195222700846757,1,8,2.1649079688936,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.180969725465791,0,1.2488477777943,0,0,0,-0.356162450946176,0,0,1.90666570069902,0,0,0.662161504354564,-1982.68064542895,-1550.92046861116,-431.760176817784
34101,2.97033863253755,0,0.399794241419927,0.8,0.219098973348031,1,8,2.11931163424882,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0316203634420233,0,1.36631689565534,0,0,0,-0.224666282474111,0,0,2.31323300755327,0,0,1.05561641718286,-1926.75680121004,-1545.32762496333,-381.429176246708
34201,3.09255644199532,0,0.316063140488886,0.8,0.221731616550417,1,8,2.09824673079292,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.490649351884421,0,1.67142465115684,0,0,0,-0.125382020444689,0,0,2.53236362322996,0,0,1.04619000932992,-1907.76657977327,-1541.78189527965,-365.984684493616
34301,3.3494529432055,0,0.316063140488886,0.8,0.247792684005738,1,8,2.02059202697577,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.667375189784135,0,1.57588472376044,0,0,0,-0.210571193686837,0,0,2.2506308539743,0,0,0.906841775264232,-1960.72221381779,-1555.78437901305,-404.937834804744
34401,3.38440666507802,0,0.457012619656857,0.8,0.213569183698613,1,8,1.96526927674436,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.35982137990461,0,1.33451469506694,0,0,0,-0.119034069079499,0,0,2.41925001216894,0,0,1.04267783098197,-1921.07761674851,-1522.39466979324,-398.682946955263
34501,3.63799359979667,0,0.319476017474488,0.8,0.230886654495801,1,8,2.00015834712865,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.503839333060732,0,1.57033966356701,0,0,0,0.0177871482763949,0,0,2.50840367699869,0,0,1.14450845785707,-1879.56181785628,-1526.26279845472,-353.299019401566
34601,3.64623761024931,0,0.343791706328269,0.8,0.21688033193594,1,8,2.04807887305337,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0324843072828243,0,1.56909080893405,0,0,0,-0.187364363380554,0,0,2.38991818767603,0,0,1.28667915449402,-1900.72755566244,-1548.62152665669,-352.106029005748
34701,3.11955888990417,0,0.4982567404534,0.8,0.15182389282118,1,8,2.06938268652271,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.115545187217195,0,1.01045801653844,0,0,0,-0.609545411544572,0,0,2.29803931114299,0,0,1.28660294696085,-1871.82416049806,-1535.27531114589,-336.548849352169
34801,2.79630710231033,0,0.829875169680491,0.8,0.120254762756416,1,8,2.29221469561477,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.181443394092454,0,1.01045801653844,0,0,0,-0.385657306381685,0,0,2.50160100885447,0,0,0.811908075345246,-1949.53663161834,-1575.11053820114,-374.426093417204
34901,2.89407767537402,0,0.708341943068311,0.8,0.116924753137511,1,8,1.97000599995975,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.231426414834116,0,0.86347647463244,0,0,0,-0.134748334364192,0,0,2.44080244773801,0,0,0.693734376860702,-1930.54430697054,-1528.84675187683,-401.697555093714
35001,3.0179119130754,0,0.888952953070888,0.8,0.167993448228579,1,8,2.1250493383088,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.375327595780856,0,1.05462035430744,0,0,0,-0.128853446623946,0,0,2.57930138337086,0,0,0.871433115485351,-1937.23332340347,-1549.55932269563,-387.674000707836
35101,2.90207554875736,0,0.832618121062112,0.8,0.160933904351808,1,8,1.99308947152891,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.233175157641814,0,1.51009824564554,0,0,0,-0.18421897020445,0,0,2.5476618097717,0,0,1.32915825783279,-1907.36808033679,-1555.78990745482,-351.578172881967
35201,3.29162503161482,0,0.587389134584843,0.8,0.156284066847211,1,8,2.02431200419443,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0122821177610564,0,0.973005553784693,0,0,0,-0.0140582705902874,0,0,2.24092847206133,0,0,0.678793124399564,-1936.96698005889,-1545.0158919337,-391.951088125187
35301,3.23908281801991,0,0.588339612747638,0.8,0.189850516973857,1,8,2.11771596831287,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0938594087945073,0,0.966467175932597,0,0,0,-0.324430348735535,0,0,2.24390801724941,0,0,1.09983392235331,-1933.91746297153,-1546.42112354975,-387.49633942178
35401,2.77689489069662,0,0.275029573678906,0.8,0.201378806592527,1,8,2.10923135183275,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.456343770277707,0,1.3843404274422,0,0,0,0.155364823104781,0,0,2.63579720049079,0,0,1.36307779424051,-1905.35647019036,-1557.12270351324,-348.233766677117
35501,2.86251526426947,0,0.463494798122234,0.8,0.175623286819474,1,8,2.16156321614917,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.340730818944914,0,1.47002784205906,0,0,0,0.0195168100108765,0,0,2.62376387981508,0,0,1.20642313059609,-1867.33849444626,-1553.84195616391,-313.496538282345
35601,3.12387310719844,0,0.506318494626689,0.8,0.200660678025247,1,8,2.14419024459776,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0650857690242805,0,1.43624849260026,0,0,0,-0.378537599425483,0,0,2.28034870012345,0,0,1.45481832681937,-1887.96569246863,-1563.68789017997,-324.277802288667
35701,3.35139374255946,0,0.870709898294072,0.8,0.184784406931303,1,8,2.06265653949303,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.213353584053333,0,1.0567308362586,0,0,0,-0.0501642624872041,0,0,2.76532022156585,0,0,1.11306552342564,-1899.42854793147,-1542.41217988325,-357.016368048223
35801,3.58253039326148,0,0.983584868001849,0.8,0.184784406931303,1,8,1.98161987450467,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.149947008841817,0,1.27878209871681,0,0,0,-0.241963658694507,0,0,2.71022066593862,0,0,1.26061511506142,-1893.81534582003,-1531.17848104427,-362.636864775765
35901,3.99434423816374,0,0.711408970624302,0.8,0.200035080439659,1,8,2.03994776884166,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.262698888675073,0,1.13678243024143,0,0,0,-0.390767020797669,0,0,2.45651265536006,0,0,0.851769083981388,-1889.03126284514,-1540.64055466513,-348.390708180008
36001,3.82328879552847,0,0.899799292355528,0.8,0.200035080439659,1,8,1.93366111136013,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.189431928524287,0,1.17452064853458,0,0,0,-0.039178729248019,0,0,2.33446628549312,0,0,1.37840025348929,-1918.03939360286,-1526.76523336222,-391.274160240636
36101,3.46479386971022,0,0.726586489816482,0.8,0.186140797366563,1,8,2.07320823634104,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.189431928524287,0,1.6071117895818,0,0,0,-0.393035060239577,0,0,2.64365339525835,0,0,1.26615979863943,-1836.54279416625,-1528.39266988882,-308.150124277433
36201,3.46365264415299,0,0.957489324305162,0.8,0.149666638350858,1,8,2.02451903776403,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0513966956046503,0,1.20302942074179,0,0,0,0.0445660042912497,0,0,2.4965000318632,0,0,1.40558848289666,-1860.75193104917,-1541.44986739952,-319.302063649653
36301,2.96710618359556,0,0.877709397115562,0.8,0.155042188473254,1,8,2.12103681820383,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0227034794408763,0,1.06271448432691,0,0,0,-0.219236836615391,0,0,2.62163311392146,0,0,1.31057054374893,-1902.88006274526,-1553.59225261633,-349.28781012893
36401,3.46838293276432,0,0.828539922595611,0.8,0.176927130915457,1,8,2.06920769825473,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0700775434858123,0,1.04543710406657,0,0,0,-0.540151657941893,0,0,2.47665736191969,0,0,1.26027668111879,-1833.74902317013,-1544.78156514827,-288.967458021863
36501,3.38613835387654,0,0.710281686650032,0.8,0.172700426780223,1,8,2.07404623114223,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.109910612361139,0,1.30114715177288,0,0,0,-0.27158424613754,0,0,2.7032512355324,0,0,1.10688191954688,-1812.05008904778,-1542.38431755967,-269.665771488109
36601,3.73121360854677,0,0.848783477739982,0.8,0.18369806310717,1,8,2.07609618232191,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.05118025855533,0,1.09523189647383,0,0,0,-0.149592397451434,0,0,2.72825562528416,0,0,1.19289236271299,-1901.91338510704,-1536.96016503554,-364.953220071497
36701,3.32940320192466,0,0.600570593789955,0.8,0.163226123251804,1,8,2.094680397188,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.042975270164709,0,1.27969876730179,0,0,0,-0.715292745079822,0,0,2.3891830525205,0,0,0.779143211557512,-1842.39960169519,-1531.22854402846,-311.171057666731
36801,3.22359980651689,0,0.434024323638449,0.8,0.190390302824695,1,8,2.13996994365887,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.042975270164709,0,1.02027609685783,0,0,0,-0.46899256056783,0,0,2.23475580706813,0,0,0.684345198190296,-1919.293715284,-1540.01598546827,-379.277729815735
36901,2.77085324162616,0,0.628904254254968,0.8,0.169624029244401,1,8,2.01654891698785,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0830919947269355,0,1.06077324681546,0,0,0,-0.46899256056783,0,0,2.23836325734578,0,0,1.14670357031438,-1880.32718655929,-1546.94446092308,-333.38272563621
37001,2.82009005803713,0,0.348345843674874,0.8,0.192968230678779,1,8,2.20282115327017,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0519551599920431,0,1.03816845836799,0,0,0,-0.248937734177109,0,0,2.08592992985105,0,0,1.0015851462109,-1853.86561856336,-1552.45483899001,-301.410779573352
37101,2.55835262820867,0,0.340650662408894,0.8,0.200591791074386,1,8,2.00276065495605,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0639913662770271,0,1.0702645774496,0,0,0,-0.351854497271858,0,0,2.30905350350008,0,0,0.769003572160541,-1974.81983625859,-1549.34319648745,-425.476639771144
37201,3.20313471604499,0,0.340650662408894,0.8,0.195449326484667,1,8,1.94141325121415,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.197476462559618,0,0.984039101997702,0,0,0,-0.411207834056345,0,0,2.351668133574,0,0,0.89676674792302,-1938.96228872083,-1529.85063160992,-409.111657110906
37301,2.88773016857076,0,0.340650662408894,0.8,0.250451689557663,1,8,2.01157794625358,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.604432600992699,0,1.41748381424963,0,0,0,-0.378444241831076,0,0,2.00015780167768,0,0,1.28524066766082,-2008.11931132735,-1557.07498598131,-451.044325346038
37401,3.12708638862277,0,0.674196135510515,0.8,0.239050356596022,1,8,2.04157264473402,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.309693141348021,0,1.63850217653498,0,0,0,-0.0272527165070073,0,0,2.50290814841808,0,0,1.25970522113539,-1947.62037811054,-1537.68829612611,-409.932081984422
37501,3.77203915312179,0,0.562967514049045,0.8,0.208462031778004,1,8,1.97938754047235,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.224317082806996,0,1.50394560243539,0,0,0,-0.109662615865574,0,0,2.51094279759143,0,0,1.25970522113539,-1902.73718599922,-1524.25272190097,-378.48446409825
37601,3.37364509993491,0,0.780067142109075,0.8,0.195313631258578,1,8,1.99301534843716,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.288678878786801,0,1.28877221363409,0,0,0,-0.0905983999604851,0,0,2.55971871914268,0,0,1.16829619345779,-1924.69855413631,-1548.54874273519,-376.149811401122
37701,3.29989637373725,0,0.780067142109075,0.8,0.183453535152913,1,8,2.0084086224021,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.359434066877899,0,1.43435094697789,0,0,0,-0.349389851345042,0,0,2.63695993102874,0,0,1.30724245515273,-1834.64124902393,-1520.65143243962,-313.989816584307
37801,3.72685644916974,0,0.894169716787598,0.8,0.189454533195042,1,8,1.92578104522061,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0978888857288007,0,1.12642825967263,0,0,0,0.115035043177017,0,0,2.63466308241008,0,0,1.32077640191341,-1865.90342459602,-1529.02414712474,-336.879277471277
37901,3.07863036842339,0,0.672064600250313,0.8,0.173104130570676,1,8,1.99665710919871,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0371384147918108,0,1.25179350716237,0,0,0,0.019307144589563,0,0,2.46873339751813,0,0,0.985335401347792,-1891.26117648788,-1539.04102693676,-352.220149551112
38001,2.82619815041594,0,0.40731386209508,0.8,0.208818417051949,1,8,2.03925118271449,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.376046625593415,0,1.26777554382202,0,0,0,-0.150982365332526,0,0,2.53650217349702,0,0,1.45014818226894,-1906.19421678531,-1543.57567469042,-362.618542094894
38101,3.19344490348909,0,0.716503977527403,0.8,0.146879657772168,1,8,2.0669897107318,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.207656700692771,0,1.27519595745268,0,0,0,-0.314215064365833,0,0,2.56744852197501,0,0,0.948465279699033,-1889.43763967373,-1546.2739633216,-343.163676352134
38201,2.95898446702533,0,0.699434528017443,0.8,0.155876300806668,1,8,2.01234648935844,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.200804047695493,0,1.09027513179995,0,0,0,-0.698541122891378,0,0,2.07383147328243,0,0,0.912384535343412,-1878.96610807565,-1550.27600836417,-328.690099711481
38301,3.44542506064383,0,0.868748846061641,0.8,0.135836279033438,1,8,2.21766321526772,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.116494745743674,0,0.846874964969087,0,0,0,-0.507278206954559,0,0,2.16452428151856,0,0,0.477402769475799,-1938.89336556936,-1558.76578573492,-380.127579834437
38401,3.37517791812773,0,0.925664972868493,0.8,0.188567221590161,1,8,2.16940177469612,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.152070310340815,0,1.09170449949707,0,0,0,-0.359138121723805,0,0,2.19430023568976,0,0,1.12979849205865,-2019.22274236589,-1554.09248912092,-465.13025324497
38501,3.46958217604257,0,0.942214409060816,0.8,0.166806392332856,1,8,2.13125372591621,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0662819160139514,0,1.28916849700579,0,0,0,-0.375415994955185,0,0,2.48479983886392,0,0,1.25834475413382,-1934.96704779488,-1557.47547277427,-377.491575020615
38601,3.08083020379434,0,0.875289372978774,0.8,0.161127260115283,1,8,2.12473234530164,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.218171473593662,0,1.20752302728323,0,0,0,-0.0489778216120032,0,0,2.37618342394695,0,0,1.04092601280317,-1963.64655106661,-1550.45171156791,-413.194839498702
38701,2.98934188317607,0,0.982626337570682,0.8,0.146800146550473,1,8,2.0846149320539,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.107729161464748,0,1.24430888327635,0,0,0,-0.442385786329486,0,0,2.53939661197476,0,0,1.38409367716542,-1861.29911349231,-1545.08720187519,-316.211911617122
38801,3.13253771426493,0,0.652086150030915,0.8,0.160727510307848,1,8,2.08058037240947,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.00746122662346238,0,1.4591258325056,0,0,0,-0.297160718537419,0,0,2.59291677880533,0,0,1.19052451588157,-1827.5745816328,-1550.48529354807,-277.089288084732
38901,3.48274254622732,0,0.934857785406528,0.8,0.165135970093741,1,8,2.05918141103493,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.183854396413624,0,1.00293436462949,0,0,0,-0.100348633816013,0,0,2.48669699693284,0,0,0.943468841789159,-1932.01914949458,-1543.2689631256,-388.750186368977
39001,2.88223093548039,0,0.949000448326183,0.8,0.181698126135559,1,8,2.11400801427854,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.452025608432898,0,1.17330575713603,0,0,0,0.0941321759125771,0,0,2.4205002820109,0,0,0.938542816998962,-1992.13478183912,-1574.82909684171,-417.305684997418
39101,3.0661520401461,0,0.661493707534574,0.8,0.190735283444361,1,8,1.97900448541896,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.237171207012195,0,1.52347815332576,0,0,0,0.170203742785063,0,0,2.45710834275822,0,0,1.27241686602792,-1890.43880325827,-1545.29419575097,-345.144607507299
39201,2.84028181777828,0,0.120996789750694,0.8,0.192681840723678,1,8,2.118424247811,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.344074938774048,0,1.24429433567318,0,0,0,-0.0308204804894978,0,0,2.12827990209433,0,0,1.17914461910262,-1915.54726483297,-1563.47720684148,-352.070057991496
39301,2.63655313724031,0,0.579025873784127,0.8,0.150523379448578,1,8,1.98402900966682,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0508612890985996,0,1.19402278055318,0,0,0,-0.143521154395275,0,0,2.71698109205868,0,0,1.21878376709344,-1930.24745828992,-1538.04811972168,-392.199338568234
39401,3.22468563350229,0,0.916771735307518,0.8,0.168381347479926,1,8,2.11622874552091,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0508612890985996,0,1.42249555566101,0,0,0,-0.143521154395275,0,0,2.95128721187676,0,0,1.5208061815671,-1826.75912267333,-1554.43663329718,-272.322489376153
39501,2.78734434012243,0,0.773316565863821,0.8,0.206960499559914,1,8,2.14173305450117,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0203536282746262,0,1.40317085356604,0,0,0,0.0223717078796746,0,0,2.83610344230897,0,0,1.5546904437753,-1922.3614088071,-1572.46802668759,-349.893382119504
39601,3.08190818545148,0,0.819884332170751,0.8,0.160024873423933,1,8,2.08745550932429,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0251779099160365,0,1.51794304822071,0,0,0,-0.049363528971818,0,0,2.64554589097801,0,0,1.42857336622914,-1940.95108334411,-1537.99459012754,-402.956493216571
39701,3.41568909534293,0,0.805744553249014,0.8,0.201433053990048,1,8,2.04352897342265,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.423566176556873,0,1.10764479344325,0,0,0,-0.273209644804908,0,0,2.54810757921123,0,0,1.25752974359152,-1947.2826915407,-1538.87988352331,-408.402808017392
39801,3.04339128895529,0,0.635434676755074,0.8,0.189438144847416,1,8,2.00652602618599,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0704222422560741,0,1.1274537274446,0,0,0,-0.273209644804908,0,0,2.50447762470167,0,0,1.15587799833823,-1899.46217090072,-1539.90136251215,-359.560808388573
39901,3.04339128895529,0,0.503102714915223,0.8,0.170888916469045,1,8,2.0475338186479,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0519535992250342,0,1.1485249409782,0,0,0,-0.273209644804908,0,0,2.46822575717894,0,0,1.12414292068396,-1858.43378467298,-1534.70802228721,-323.725762385771
40001,2.86621210414401,0,0.503102714915223,0.8,0.165951038359586,1,8,2.10319541785907,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.179132855461351,0,1.08164008249837,0,0,0,-0.460865310984351,0,0,2.28712432288606,0,0,0.996082039023706,-1955.68240536867,-1546.5732393103,-409.109166058376
40101,2.50897291547563,0,0.882059933889235,0.8,0.148549467043205,1,8,2.10699661858384,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.221324738367856,0,1.19555743714074,0,0,0,0.101668127211531,0,0,2.56902576321903,0,0,1.2857089513274,-1979.47446612595,-1566.18006148368,-413.294404642276
40201,3.0441587638417,0,0.597152943860805,0.8,0.14118296776003,1,8,2.05197567536137,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.125074965872664,0,0.973676431586511,0,0,0,-0.13905420706957,0,0,2.56902576321903,0,0,1.10820143098036,-1914.23490063065,-1523.20186017765,-391.033040452995
40301,3.12484712332488,0,0.597152943860805,0.8,0.188757706786529,1,8,2.01822319021464,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.241056655962102,0,1.11159062792614,0,0,0,0.300266210658116,0,0,2.35043298710028,0,0,0.971960690707887,-1938.33864802332,-1517.11744091771,-421.221207105613
40401,2.93677926876908,0,0.88935272330127,0.8,0.161896041808828,1,8,1.98230433656003,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.116996644293136,0,1.14130640890051,0,0,0,0.179489514572279,0,0,2.57749245621888,0,0,0.895260579189931,-1922.24340222733,-1536.51516399926,-385.728238228074
