sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,lnlike,likelihood,prior_prob
116901,3.09658119339737,0,0.433168638416659,0.8,0.208282440994359,1,8,2.09562817261633,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0142626169375757,0,0.958377494295471,0,0,0,-0.226141936203385,0,0,2.26004628305516,0,0,0.742976235634747,-1897.47123849588,-1565.11849115923,-332.352747336643
117001,3.52090748367701,0,0.739407011631587,0.8,0.206558654709164,1,8,2.13284679239755,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.251396643563483,0,1.34652972240864,0,0,0,0.10386640593551,0,0,2.61682530870603,0,0,1.23684154714403,-1877.69455752543,-1530.28075784123,-347.413799684206
117101,3.25097498055301,0,0.917843134331332,0.8,0.179064735458015,1,8,2.02723691694414,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.19138962955012,0,1.13411854939315,0,0,0,-0.143884106505196,0,0,2.47586010102311,0,0,1.08877703777586,-1927.97795076648,-1544.3402123895,-383.637738376987
117201,3.36343231685404,0,0.892149399073935,0.8,0.193558558353503,1,8,2.15993383002796,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.240114079520648,0,1.25785772795892,0,0,0,-0.391123538390189,0,0,2.71475223219126,0,0,1.39561759341124,-1875.72507410367,-1546.37067089013,-329.354403213542
117301,3.27095483125294,0,0.848454247043504,0.8,0.150761301931717,1,8,2.06539283171407,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.148681158201907,0,1.0313454508818,0,0,0,-0.00356048444900914,0,0,2.71387204496635,0,0,1.04247749174405,-1875.20914665463,-1555.02273163277,-320.18641502186
117401,3.55673988765903,0,0.815086911942095,0.8,0.177165452738917,1,8,2.0019313252217,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0186808050900025,0,1.21713238399317,0,0,0,-0.14930415810682,0,0,2.31911738037548,0,0,1.16653876446044,-1853.71837419807,-1534.048108041,-319.67026615707
117501,3.3656284969402,0,0.849414993151451,0.8,0.136884239736682,1,8,2.09653486605546,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.139774589139193,0,0.941460644877187,0,0,0,-0.45123933435338,0,0,2.20801620602738,0,0,0.957985730151303,-1883.95030255074,-1546.93091244324,-337.0193901075
117601,3.55544121465863,0,0.835136959901222,0.8,0.175652333835807,1,8,2.02434617391868,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.212437710955472,0,1.35290850237133,0,0,0,-0.222758279899277,0,0,2.53194413746887,0,0,1.12939385233179,-1903.15162722221,-1518.71362862629,-384.437998595916
117701,3.48260872350105,0,0.766059775669337,0.8,0.17660619839318,1,8,2.05716500387245,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.288474058639276,0,1.05874151484939,0,0,0,-0.300812572849252,0,0,2.37971532039345,0,0,0.845064721856609,-1865.0206128339,-1535.04841524345,-329.972197590457
117801,3.14767961105303,0,0.898801421310729,0.8,0.200801784376153,1,8,2.07766847542,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.432795960802785,0,1.33862839168982,0,0,0,-0.307684966699948,0,0,2.55488276615001,0,0,1.23896176397322,-1902.97038940468,-1549.44529012261,-353.525099282068
117901,3.82790799019353,0,0.871898370394405,0.8,0.204950851660694,1,8,2.05283913878115,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0660169332055496,0,1.10144283263566,0,0,0,0.0430579712236776,0,0,2.48009241353586,0,0,1.25325961090643,-1854.9694307697,-1520.77722037331,-334.192210396387
118001,3.50387163664947,0,0.907871934947837,0.8,0.177080394763086,1,8,2.05759923315456,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0139102335686916,0,0.860490553248527,0,0,0,-0.277802832212946,0,0,2.21572309601499,0,0,1.25212960153907,-1860.18785846631,-1541.45617771085,-318.73168075546
118101,3.16199443445712,0,0.994249777338597,0.8,0.139518333733819,1,8,2.14135151667982,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0511360450025817,0,0.992313472039848,0,0,0,-0.407452970957627,0,0,2.35936252036791,0,0,0.861355590879737,-1949.21627466291,-1570.37898583255,-378.837288830361
118201,3.29922253068099,0,0.836271048847429,0.8,0.1258820507042,1,8,2.09796561079308,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.178095113364766,0,0.761080420700326,0,0,0,-0.646987963139572,0,0,2.18459606130798,0,0,0.722833234113919,-1926.96700416232,-1531.9664271543,-395.000577008013
118301,3.08639298193045,0,0.641357582849407,0.8,0.13962552865058,1,8,2.05125827855587,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.652230242824133,0,1.0043920666164,0,0,0,-0.58190336337216,0,0,2.25132449091529,0,0,0.663866491140304,-1935.5865910986,-1539.49882587604,-396.087765222559
118401,3.05195098287689,0,0.891459092083877,0.8,0.0956807189060785,1,8,2.19298711388682,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.336388102481922,0,0.771632008585515,0,0,0,-0.667109580635746,0,0,2.14806475555089,0,0,0.758697138923824,-1898.22230015848,-1556.81318454994,-341.409115608532
118501,2.9805110889213,0,0.753572508468086,0.8,0.166906782180751,1,8,2.1495339860865,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.269707492276947,0,1.41557502730792,0,0,0,-0.480212633290904,0,0,2.37136047242256,0,0,1.09242010267619,-1886.72740096649,-1560.66496097502,-326.062439991474
118601,3.88076511613508,0,0.675961999945527,0.8,0.199879738266725,1,8,2.16539055908308,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.122631236333981,0,1.00044890158888,0,0,0,-0.657804243466298,0,0,2.44803336923097,0,0,0.899250584042049,-1908.76862343364,-1557.47428282725,-351.294340606385
118701,3.81707787513671,0,0.752467828488507,0.8,0.225172886867332,1,8,1.95568346851641,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.195920241433143,0,1.354577777958,0,0,0,-0.441698444535129,0,0,2.08625987159492,0,0,1.29631868925907,-1916.22517879226,-1528.02634742044,-388.198831371826
118801,3.77757813946725,0,0.875153372549661,0.8,0.201445667735786,1,8,2.07616887290645,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.149008478247018,0,1.16651198666343,0,0,0,-0.542049019301731,0,0,2.20440276867797,0,0,1.02557964851451,-1864.33626774836,-1530.19709742431,-334.139170324051
118901,3.73923278674584,0,0.651335474281243,0.8,0.181954686368062,1,8,1.96948521824154,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0494694777179152,0,0.928347751815151,0,0,0,-0.625455387105998,0,0,2.19186301447921,0,0,0.958467954810598,-1909.22631721502,-1530.66972795436,-378.55658926066
119001,3.46433788572863,0,0.993256410367049,0.8,0.174670473892195,1,8,2.02387274885219,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.174055394676405,0,1.18995252732092,0,0,0,-0.130506456882261,0,0,2.46733937898751,0,0,0.988550928983019,-1902.1531262694,-1534.60365524908,-367.549471020317
119101,3.40213276168043,0,0.742830374050453,0.8,0.209061084005364,1,8,2.09082810265491,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.341756240211844,0,1.45944150594555,0,0,0,-0.405103838826905,0,0,2.46233891490661,0,0,1.165038950833,-1868.97314660199,-1540.27903245071,-328.694114151286
119201,3.55850908822549,0,0.980478306823295,0.8,0.17805489759446,1,8,2.04217074680648,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0854494229290266,0,1.15410790780738,0,0,0,-0.372535219697566,0,0,2.6473791488494,0,0,1.41365679561207,-1841.09386006098,-1539.30861109076,-301.78524897022
119301,3.58697562131195,0,0.872223966130836,0.8,0.172554741106448,1,8,2.14886453148373,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0813961727470023,0,1.40488921189194,0,0,0,-0.597131681055285,0,0,2.48383289591416,0,0,1.1576787466256,-1924.250792501,-1533.08609230611,-391.164700194886
119401,3.49944765068914,0,0.835270402238864,0.8,0.18126520743674,1,8,2.01092677666015,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.193099095346826,0,0.928483802923979,0,0,0,-0.183215240697821,0,0,2.61829226391225,0,0,1.25387946858581,-1929.0088184424,-1532.06822183165,-396.940596610755
119501,3.24666409890424,0,0.833965418080705,0.8,0.155813037177873,1,8,2.01092677666015,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0459236986932918,0,1.4246020604268,0,0,0,-0.105477020363331,0,0,2.57394240754346,0,0,1.13840727394258,-1911.15126249966,-1542.69033379355,-368.460928706111
119601,3.18388859474611,0,0.867628263585918,0.8,0.184847662161332,1,8,2.08771788203374,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.109939772762483,0,1.36883291672592,0,0,0,0.0528082599766582,0,0,2.72743368211189,0,0,0.944591570978651,-1914.08411644436,-1560.25168708007,-353.832429364281
119701,3.68071912766087,0,0.943963444402134,0.8,0.169167088600583,1,8,2.00854195051918,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.194207987570037,0,0.986483515205933,0,0,0,-0.31571366784182,0,0,2.48607696147966,0,0,1.46082552334172,-1874.42423603955,-1529.7740454159,-344.65019062365
119801,3.44394378455962,0,0.886449323956561,0.8,0.169167088600583,1,8,2.06240778697154,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0691691192540826,0,0.956354445624294,0,0,0,-0.240641512580274,0,0,2.41832243025777,0,0,0.919552954140577,-1913.548263921,-1538.50143364555,-375.046830275453
119901,3.41284348483253,0,0.932660977048836,0.8,0.158538295558775,1,8,2.01363263092292,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.187273530481358,0,0.744733257272609,0,0,0,-0.363223132776892,0,0,2.18096299816278,0,0,0.919552954140577,-1974.72094648571,-1546.59186013793,-428.129086347783
120001,3.11511465083087,0,0.717153346718931,0.8,0.140799358132411,1,8,2.0298727599774,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.187273530481358,0,1.13986077822164,0,0,0,-0.38741907890376,0,0,2.4863344868139,0,0,0.907978535581275,-1942.36881852033,-1547.84368663761,-394.52513188272
120101,3.19779160960358,0,0.979108580679691,0.8,0.145996552963405,1,8,2.06475332753774,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.243468917174554,0,1.18047057861566,0,0,0,-0.349450402362971,0,0,2.5161643939765,0,0,0.872496897686848,-1982.499504989,-1553.94147150625,-428.558033482752
120201,2.93243331903126,0,0.889657611043276,0.8,0.162226401517539,1,8,2.10551464040023,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0160602162742451,0,1.06508265123376,0,0,0,-0.327569701007055,0,0,2.35017347411236,0,0,0.984825948922773,-2016.48817971391,-1565.6579297599,-450.830249954009
120301,2.76754575574625,0,0.516674145904005,0.8,0.169940619129538,1,8,2.13232866516649,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.191427558617977,0,1.19971356339449,0,0,0,-0.327569701007055,0,0,2.76036585261712,0,0,0.802619250538632,-1955.46869123666,-1560.23197477107,-395.236716465595
120401,2.76693930979772,0,0.568033191460156,0.8,0.165409124218394,1,8,2.02476236801372,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.313004156200557,0,1.2514458864446,0,0,0,-0.398334826342097,0,0,2.47500284226524,0,0,0.746584809143518,-1976.75488675197,-1556.36866289027,-420.386223861706
120501,2.85014422147803,0,0.354617557260525,0.8,0.158889452933006,1,8,1.99331931431469,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0233874132647758,0,1.00682300271407,0,0,0,-0.278322345446925,0,0,2.56853242384508,0,0,0.837025892710522,-1933.68741607128,-1521.14958354306,-412.537832528217
120601,3.49004465932734,0,0.673076713782713,0.8,0.176193860497646,1,8,2.08932690860226,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0907965725984505,0,0.972308301280988,0,0,0,-0.232711069390448,0,0,2.32414288001097,0,0,0.850493320843617,-1938.66988304724,-1530.45735006427,-408.212532982969
120701,3.66533059327422,0,0.689126457188324,0.8,0.164731355418912,1,8,2.04624654752691,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0729090743380243,0,0.521888594746687,0,0,0,-0.371861159304284,0,0,2.14117949188833,0,0,0.628703558613779,-1985.20077349392,-1513.86082164802,-471.339951845903
120801,3.60421334181312,0,0.689126457188324,0.8,0.169642636340163,1,8,2.00883621643995,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0833587004396885,0,0.568748554949775,0,0,0,-0.347933581263162,0,0,2.02328359488531,0,0,1.02712559362626,-1975.82861254686,-1548.82967260948,-426.998939937384
120901,3.52833488179113,0,0.689158316281149,0.8,0.190514395169163,1,8,2.04961976566847,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0660677485993411,0,1.34319988420833,0,0,0,-0.452013017684853,0,0,2.19577458899145,0,0,0.740161305480536,-1916.60007255415,-1547.30221096003,-369.297861594124
121001,3.18581271745826,0,0.744028982395835,0.8,0.164753999268104,1,8,2.11647376797087,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.208569583801771,0,0.984159924888196,0,0,0,-0.544932877987859,0,0,2.10954016979764,0,0,0.678559127796115,-1950.93729245734,-1555.47596814128,-395.461324316059
121101,3.42454304208008,0,0.83231413058735,0.8,0.152110184210891,1,8,1.97634299915942,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.116182831259478,0,0.903370921443768,0,0,0,-0.442324607392424,0,0,2.05036226481376,0,0,0.678486276719011,-1912.71083117889,-1531.87216397866,-380.838667200231
121201,2.48980354598658,0,0.73032482121937,0.8,0.167919999487818,1,8,1.98842865606851,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.079437392740692,0,1.04350860561353,0,0,0,-0.242611506892549,0,0,2.20549390842241,0,0,0.85218516543658,-2019.40636512417,-1553.60246301733,-465.803902106845
121301,3.02730510479318,0,0.818762671087712,0.8,0.172949853432758,1,8,2.24644789282369,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0202592289056605,0,1.34553019931632,0,0,0,-0.169320495066522,0,0,1.99492241579777,0,0,1.21095981240036,-2025.84483436263,-1565.50628488249,-460.338549480132
121401,3.13584650146718,0,0.911151684632409,0.8,0.173612761757383,1,8,2.12975633280682,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0258722322398044,0,1.22150869035194,0,0,0,-0.259921854369867,0,0,2.54025021486438,0,0,0.944477993025466,-1951.90704783644,-1554.50547182566,-397.401576010774
121501,3.41767611118691,0,0.803728250673815,0.8,0.161882637749268,1,8,2.24724072301768,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.258513323727689,0,0.950577772194887,0,0,0,-0.416445087958102,0,0,2.53260680257378,0,0,1.35789907563549,-1934.94961023066,-1556.9490334997,-378.000576730966
121601,2.85237087746831,0,0.443944608260247,0.8,0.187375311869994,1,8,2.03420222573881,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.409449446670525,0,1.29221512369371,0,0,0,-0.327755780084392,0,0,2.28017840587043,0,0,1.26094727231351,-1888.89652634987,-1553.45220514898,-335.444321200888
121701,3.18409293075111,0,0.405796181868437,0.8,0.189775843091812,1,8,1.97651488385536,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.109588611833531,0,0.962679223619399,0,0,0,-0.331218402736867,0,0,1.92771195314947,0,0,0.522981629322732,-1935.05677759786,-1543.61394101334,-391.442836584528
121801,3.07276124880231,0,0.66029551853621,0.8,0.179272979818608,1,8,2.04058271574301,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.00709817435395488,0,0.782095801990288,0,0,0,-0.661773837773681,0,0,2.19113324001878,0,0,1.03360223376004,-1956.08495946561,-1552.93295289256,-403.15200657305
121901,2.83115043765809,0,0.444717656517693,0.8,0.176129046784839,1,8,2.25514187271179,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.252609120358558,0,0.860044086845512,0,0,0,-0.824481357463434,0,0,2.03163115390078,0,0,1.01689720077876,-1912.02126930481,-1562.91033069977,-349.110938605035
122001,2.546624651877,0,0.444717656517693,0.8,0.150323781145951,1,8,2.13722002562674,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.152488999086818,0,0.957506214401318,0,0,0,-0.467033519576592,0,0,2.27504770970215,0,0,0.59205490581386,-1977.66388770796,-1553.34017043295,-424.323717275011
122101,2.61121376225994,0,0.331946250564216,0.8,0.145814294354919,1,8,2.24858411821494,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0982574283622735,0,0.512389858466359,0,0,0,-0.598852146168276,0,0,2.13577172733604,0,0,0.518268234126508,-1950.08386753356,-1554.11727272553,-395.966594808032
122201,2.86934867620297,0,0.661987419780003,0.8,0.171281357101002,1,8,2.15030740516561,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0958877222097594,0,1.11851548652518,0,0,0,-0.39501701141445,0,0,2.26869198398576,0,0,0.618638911482467,-1969.88209837925,-1565.40953060742,-404.472567771836
122301,2.88659948922112,0,0.585442557517194,0.8,0.161683012794318,1,8,1.96287570684031,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0540710319842446,0,1.28591077858322,0,0,0,-0.352077967062686,0,0,2.26869198398576,0,0,0.9469645155338,-1871.47625278509,-1534.89113579889,-336.585116986199
122401,2.95888428131849,0,0.564199761561001,0.8,0.180073087529376,1,8,1.98151379478297,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0543099395048659,0,1.2594610141837,0,0,0,0.198039735774859,0,0,2.65655617579034,0,0,1.01802783880502,-1891.90608888804,-1536.33791096282,-355.568177925221
122501,2.82365653339847,0,0.629766326636412,0.8,0.176951681462039,1,8,2.10042047275583,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.229545147566594,0,1.43782935300473,0,0,0,0.298460609104799,0,0,2.83307157981029,0,0,1.22609165080395,-1885.01103835624,-1572.58909130367,-312.421947052561
122601,3.26316985438067,0,0.835164055165983,0.8,0.159594775704481,1,8,1.93444500807301,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.255402782488094,0,1.33618137180794,0,0,0,0.196426364800998,0,0,2.51092079689279,0,0,1.23743720182237,-1926.81210350054,-1538.63278663166,-388.179316868881
122701,2.956904114999,0,0.840591175122945,0.8,0.151141010932173,1,8,2.10549525769037,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.110047422697097,0,1.20279765935202,0,0,0,-0.506085506858385,0,0,2.14971835502421,0,0,0.744151432397715,-1873.4764426891,-1541.85052061451,-331.625922074598
122801,3.33077251580188,0,0.922832695182977,0.8,0.1411370895638,1,8,2.18298385504354,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.396730151424354,0,1.18033884759038,0,0,0,-0.617079341414952,0,0,2.58801489196493,0,0,1.24039497667923,-1880.80867920066,-1546.81937096252,-333.98930823814
122901,2.88582908154077,0,0.638527422237294,0.8,0.186422416352248,1,8,2.22186633252168,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.00299937981968146,0,1.07969043749562,0,0,0,-0.353825338778158,0,0,2.28949955708021,0,0,1.16292073759426,-1906.14944935496,-1560.89446354021,-345.25498581475
123001,2.96307979308001,0,0.996326798113841,0.8,0.177979629559934,1,8,2.03680418015143,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0523758201624736,0,1.05404851816759,0,0,0,0.197413087941517,0,0,2.31762206469942,0,0,1.06771022871983,-1901.13513985806,-1561.09162491632,-340.043514941739
123101,3.21685410636247,0,0.662206234384552,0.8,0.166592041959277,1,8,2.04600484347833,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.071871283755228,0,1.35807017127118,0,0,0,-0.32261935882495,0,0,2.64268639618568,0,0,1.38456564615157,-1832.02713007875,-1525.0849454935,-306.942184585245
123201,3.53332145160184,0,0.954556094101316,0.8,0.188148523873226,1,8,2.0839683990602,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.229002684281806,0,1.12738841582487,0,0,0,-0.279007495498305,0,0,2.69338593773363,0,0,1.59732345074694,-1845.89933080895,-1536.14388305733,-309.755447751623
123301,3.60735354167095,0,0.671355777883888,0.8,0.193074547027472,1,8,1.95594086795988,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.267040011772022,0,1.26507112738156,0,0,0,-0.193514776856189,0,0,2.40085822441494,0,0,1.19893593940255,-1856.57528864233,-1513.31799862168,-343.257290020646
123401,3.60379167377334,0,0.905191037516384,0.8,0.155724348324686,1,8,2.10822483224326,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.230910173452284,0,1.19569676833707,0,0,0,-0.129711152749848,0,0,2.41208778379191,0,0,1.23489536760029,-1802.99511116753,-1540.92905622176,-262.066054945772
123501,3.77396449002682,0,0.561493774053308,0.8,0.22303028627237,1,8,1.98555066175057,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.39817132920209,0,1.54816076095386,0,0,0,-0.143715785643334,0,0,2.66449915576704,0,0,1.33541103800474,-1798.04722624502,-1519.10331869681,-278.943907548211
123601,3.46895506178285,0,0.665393183349159,0.8,0.222052605383321,1,8,1.89865911337415,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.477363644327307,0,1.45542690113382,0,0,0,-0.158609464657711,0,0,2.44347367192233,0,0,1.23987576653238,-1936.74121901727,-1527.638332955,-409.102886062275
123701,3.7319794873745,0,0.575439298038721,0.8,0.222052605383321,1,8,2.25305523762712,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.200059851593637,0,0.9728628322908,0,0,0,-0.739472661868813,0,0,2.32531592189382,0,0,1.2556563180835,-1894.68415163511,-1553.02186340107,-341.662288234036
123801,3.49518342364675,0,0.87234977878099,0.8,0.139621444292357,1,8,2.22476376207018,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.327442597033865,0,0.966126595156972,0,0,0,-0.465582578126439,0,0,2.83399428112307,0,0,1.09648388856196,-1845.62659989142,-1563.69661898207,-281.929980909348
123901,3.31024151873202,0,0.700486218875581,0.8,0.178506078731407,1,8,1.99080211905697,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.152883981756685,0,1.2021134292888,0,0,0,-0.0725259902372741,0,0,2.67788899743767,0,0,1.63374017266925,-1822.78105335592,-1550.9313115952,-271.849741760712
124001,3.21382590402369,0,0.916126934510117,0.8,0.142238538973998,1,8,2.08765695345288,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0824291557987964,0,1.08404075503159,0,0,0,-0.0969453862087075,0,0,2.63432651332884,0,0,1.21730195131618,-1837.18655479589,-1558.25663617284,-278.929918623052
124101,2.70787777624255,0,0.62185742335633,0.8,0.150913304636975,1,8,2.19007034118579,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.421244330835237,0,0.959318888430704,0,0,0,-0.128255314791221,0,0,2.96359970508908,0,0,1.11670211030657,-1881.34693598928,-1571.63743646832,-309.709499520953
124201,3.0976174635987,0,0.728095099233146,0.8,0.19024654585365,1,8,2.05819957433619,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.133348076618974,0,1.42556288610103,0,0,0,0.0720014449542674,0,0,2.70983033870423,0,0,1.12678878813019,-1853.74554010358,-1578.13280578945,-275.612734314131
124301,3.35331467804661,0,0.974662708018117,0.8,0.177508167739706,1,8,2.01513435895184,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.584551193666662,0,1.2317540395249,0,0,0,-0.351018320637827,0,0,2.7130922782491,0,0,1.23634253403988,-1935.33906507196,-1554.56589522865,-380.773169843307
124401,3.37251636719543,0,0.802980605950577,0.8,0.182952791013412,1,8,2.02456072228994,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.297074824965266,0,0.9586805641023,0,0,0,-0.489549921469864,0,0,2.28502718484743,0,0,0.922504904549707,-1986.77505856787,-1533.33729146915,-453.43776709872
124501,3.31978555822303,0,0.761719964256348,0.8,0.173219615592311,1,8,2.01295661209122,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.294598589218143,0,1.00543076194822,0,0,0,-0.262642840930126,0,0,2.32102761176996,0,0,0.904417525216814,-1884.40271859233,-1529.07257833623,-355.330140256105
124601,3.65652241717191,0,0.898049875117899,0.8,0.189019863434948,1,8,2.00396418054504,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.139911349266494,0,1.03962218886793,0,0,0,-0.186312354343022,0,0,2.47985082539112,0,0,1.35171687013676,-1889.22598963873,-1527.00331694755,-362.222672691179
124701,3.78198217693288,0,0.75991880952998,0.8,0.200654482565475,1,8,2.17267336605604,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.172454703060569,0,1.32157930688038,0,0,0,-0.101360286673433,0,0,2.08013751229845,0,0,1.24872768540175,-1903.99786481926,-1548.7508188194,-355.247045999863
124801,3.52156220179771,0,0.675226835713401,0.8,0.177598657586523,1,8,2.02946300714996,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.174219266199179,0,1.07552746892809,0,0,0,-0.236269588812247,0,0,2.47883670976507,0,0,1.50862678878373,-1872.83664997712,-1531.9262093854,-340.910440591719
124901,3.46430375595724,0,0.69834017253884,0.8,0.19034252079682,1,8,2.05165731944929,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0906710737258223,0,1.16738810498784,0,0,0,-0.226516616288192,0,0,2.49911579381465,0,0,1.36346945199877,-1925.53386189197,-1545.27166618011,-380.262195711858
